customer_id,age,annual_income,spending_score,purchase_freq,avg_order_value,tenure_months,returns_rate,gender,region
45,38,72951.67359612728,95.0,6,130.78888687805508,87,0.3,F,West
46,26,92699.66592850263,58.0,21,232.3770316428127,18,0.3,M,West
47,56,112893.89304791638,85.0,39,64.37188389281702,35,0.27,F,South
48,35,54868.634259647835,56.0,24,223.10801147265317,77,0.09,M,West
49,21,113897.12272061156,34.0,33,126.99162126553577,76,0.24,F,East
50,42,89305.98116895984,31.0,18,269.27494617613837,47,0.23,F,North
51,31,57479.4252453698,52.0,28,197.05651256320596,114,0.19,F,South
52,67,97464.120971627,89.0,32,144.57070151415198,5,0.22,M,West
53,26,102141.20753547913,76.0,12,131.0809880876581,103,0.2,M,South
54,43,48492.61389515383,1.0,48,192.04902835587495,75,0.23,F,West
55,19,103305.3813121412,55.0,42,188.16994781488444,59,0.29,F,North
56,37,86877.07052589908,22.0,27,118.13255963995778,75,0.04,F,South
57,45,119213.97819947981,40.0,10,157.34686066146773,59,0.3,F,West
58,64,49399.035450012525,1.0,46,221.71120698788815,111,0.05,F,North
59,24,51164.3314066001,65.0,42,40.93149936958001,106,0.03,F,East
60,61,15000.0,63.0,32,208.07025764429704,47,0.39,M,West
61,25,74279.84801419906,54.0,42,191.6971662687483,95,0.38,M,North
62,64,69381.28139046796,42.0,26,244.93179804491925,95,0.02,M,North
63,52,45925.15821160833,21.0,25,92.74770389574098,13,0.18,M,South
64,31,57953.73171279855,79.0,11,150.45728688743128,78,0.07,F,West
65,34,27219.474745622123,81.0,23,166.40547008039164,113,0.19,F,East
66,53,89961.12382079216,22.0,34,209.10372137601883,109,0.33,F,West
67,67,47757.513136792244,38.0,40,184.32935433288003,106,0.38,M,North
68,57,137351.2253905238,99.0,23,50.83559209501803,89,0.25,M,East
69,21,55609.96748222418,80.0,29,173.28352262893168,33,0.14,F,North
70,19,41009.52897379226,8.0,31,310.33830194163266,97,0.24,M,South
71,23,49692.17203162845,62.0,7,198.9406060769052,62,0.12,M,West
72,59,24700.975586393717,47.0,40,281.043755562928,79,0.36,F,North
73,21,72056.79726757355,17.0,33,233.44491018358497,16,0.35,F,North
74,46,49502.50750552194,17.0,21,258.9921548350727,44,0.22,F,West
75,35,88281.31975994345,90.0,2,174.7974928787764,58,0.13,M,East
76,43,53131.31262063957,13.0,18,191.74760876896937,120,0.12,F,North
77,61,94611.05279214117,17.0,47,170.44142053130997,102,0.01,F,West
78,51,78936.39373292602,38.0,33,150.34726920396182,6,0.33,F,South
79,27,60714.919417958605,81.0,37,209.37559840552836,108,0.18,M,South
80,53,99505.81468377053,78.0,34,108.31984487942393,89,0.13,M,West
81,31,83807.33652593024,45.0,20,300.83058528117067,15,0.19,F,North
82,48,133655.32066658064,6.0,35,75.7589625849381,4,0.33,F,West
83,65,49763.61887554489,35.0,51,214.9110495933727,56,0.05,M,West
84,32,61915.40263646151,14.0,50,260.2937133842871,64,0.34,M,North
85,25,99217.72527527323,72.0,18,135.87025968316775,68,0.36,F,East
86,31,21411.554704122187,61.0,46,60.961815108946894,94,0.38,M,East
87,40,92923.58908081405,15.0,24,242.44236714258838,34,0.16,F,South
88,57,70982.56894203677,54.0,8,166.2716248040204,91,0.09,F,East
89,38,37794.73111381881,27.0,30,215.06528580813946,95,0.15,M,West
90,33,25924.00853622196,13.0,44,141.2436320930146,56,0.13,F,North
91,62,43187.7631717429,31.0,10,288.55397458579176,32,0.07,F,South
92,35,15000.0,35.0,23,10.0,108,0.24,M,East
93,64,47761.513907712404,60.0,49,180.09420410269877,103,0.19,F,West
94,41,75563.90833356454,6.0,11,257.3399587001278,116,0.35,M,South
95,43,48092.4839757793,69.0,2,158.42712358635168,9,0.01,F,North
96,42,94707.8175358452,86.0,26,174.18869544135293,63,0.26,F,East
97,62,101498.69006813219,58.0,36,115.27905499463932,105,0.31,M,West
98,58,91891.11206564435,49.0,33,151.6550806293294,72,0.3,M,North
99,46,65766.02275660912,23.0,47,16.25147094909559,78,0.35,M,West
100,32,15000.0,89.0,13,92.52549339042469,33,0.29,M,West
101,62,42407.562699184855,34.0,40,87.05958983182174,87,0.37,M,West
102,18,56449.036830640325,26.0,25,203.52991928234385,21,0.13,M,North
103,42,37653.30876237973,47.0,4,104.29041925698124,55,0.2,F,South
104,24,56512.36311283572,5.0,42,106.60195600481438,76,0.01,M,West
105,26,100251.6867173345,90.0,19,119.76613117718883,57,0.0,F,South
106,41,18855.586762117047,20.0,18,90.1084237987746,2,0.1,M,South
107,18,105292.30140297566,6.0,37,171.5217815409358,13,0.04,F,East
108,61,82118.16054385343,70.0,30,180.21051755463276,4,0.1,F,East
109,25,66705.42020694239,59.0,19,216.00148637774075,84,0.07,M,South
110,41,42159.58610648091,64.0,23,202.2200065830354,50,0.01,F,East
111,28,38151.24136271436,18.0,16,194.22061959877607,115,0.36,F,East
112,68,19344.55713528151,4.0,1,123.68253328020451,48,0.0,F,South
113,34,102919.13700785967,17.0,12,118.55169997296969,78,0.29,M,North
114,25,98440.28900185104,14.0,24,80.3031198121235,30,0.06,M,East
115,52,24842.884285417946,78.0,34,78.8605048884719,29,0.36,F,East
116,52,46184.30012734496,13.0,8,165.54091277434085,8,0.36,M,North
117,50,70828.61923079772,7.0,18,92.44671673759353,12,0.26,M,North
118,22,52512.2715456948,44.0,48,267.46593066847674,41,0.27,F,North
119,59,15000.0,15.0,5,146.99993415404055,102,0.0,F,South
120,56,43555.68098610779,19.0,26,270.11120857276325,26,0.39,M,North
121,58,108775.85745050048,63.0,30,195.74136436569339,50,0.35,M,South
122,45,45250.5352396389,35.0,13,87.82108524226308,2,0.36,M,West
123,24,55913.31658244482,81.0,19,145.0363049134546,55,0.26,F,West
124,26,31370.564399115483,35.0,29,16.123812710582712,104,0.14,M,North
125,25,74694.0746320937,19.0,3,165.2340284052228,56,0.36,M,North
126,29,62878.79497561459,20.0,26,95.13852737237461,14,0.12,M,West
127,51,41449.506461075536,100.0,40,60.92335934277911,6,0.23,F,South
128,50,27383.615104814377,35.0,12,271.77174068384375,106,0.04,F,South
129,65,95113.58435027189,32.0,2,232.447019278743,104,0.37,F,North
130,40,19861.414833972995,48.0,11,230.243118300997,95,0.06,M,North
131,41,72595.39238973887,44.0,44,212.56890213207555,81,0.09,M,North
132,54,15000.0,24.0,28,51.208876469937366,89,0.22,F,West
133,52,77680.29207530955,61.0,18,117.96164057545299,61,0.31,M,East
134,61,84257.47218150152,17.0,13,122.83970868240904,96,0.25,M,North
135,57,87369.59279099783,71.0,37,13.221034072085502,12,0.09,M,South
136,39,55969.7882857533,50.0,22,105.43991241248085,113,0.0,F,East
137,44,99600.0901390924,65.0,12,106.31216195063651,13,0.3,M,South
138,52,117694.7923749017,99.0,2,160.07991579959696,19,0.39,M,East
139,18,51959.42159885092,32.0,37,352.5910080190675,44,0.32,F,West
140,52,48724.87424675181,36.0,7,148.3282978716209,112,0.18,M,East
141,54,63729.43150862339,13.0,26,160.12115636557337,89,0.36,F,South
142,64,48057.99635264482,70.0,26,129.98317817886863,95,0.16,M,East
143,31,44403.245099746986,58.0,24,209.01703040429956,59,0.21,F,West
144,20,46581.53649396226,14.0,12,64.08662330833783,37,0.19,F,South
145,18,102893.90020015613,37.0,16,301.68299961231514,25,0.18,M,North
146,22,79297.0498758858,79.0,23,140.06726340265448,16,0.31,M,East
147,43,47976.346818547725,68.0,40,118.38481335751484,38,0.21,F,South
148,31,15000.0,40.0,9,227.602965893104,43,0.13,M,East
149,56,21388.387659838314,59.0,32,78.72619263641171,113,0.1,F,West
150,44,72585.72706504694,80.0,15,207.54007864442667,87,0.02,M,South
151,26,15000.0,92.0,37,262.41360444762887,14,0.23,M,North
152,32,67324.83818629889,16.0,13,130.69257820775925,6,0.09,M,North
153,32,33360.90687837436,62.0,5,314.2273290463897,89,0.06,M,East
154,43,62295.14436451683,4.0,11,201.54332210090033,23,0.26,F,West
155,59,61596.40753335357,45.0,10,202.53554077315434,60,0.27,F,West
156,30,63014.74834726776,90.0,13,259.2692268148792,107,0.3,M,East
157,68,50139.45382303698,28.0,41,280.4587963709099,12,0.2,M,South
158,49,49317.859359806695,96.0,46,170.9471189125104,13,0.36,M,South
159,56,41980.23952658904,66.0,50,213.75243531015502,100,0.37,M,East
160,66,72097.30793104725,31.0,15,261.70731945287423,103,0.32,M,South
161,69,80129.8168695237,3.0,42,57.05511389108503,98,0.25,F,South
162,49,29525.68693659684,8.0,7,11.639808029388178,6,0.12,F,South
163,21,58709.28819269327,24.0,40,145.39568636752762,63,0.39,M,East
164,47,64914.551837193445,15.0,28,10.0,38,0.11,F,North
165,54,64594.27836557605,43.0,32,124.88039229536382,50,0.08,F,West
166,40,64169.24048991295,31.0,35,175.149882735931,52,0.18,M,North
167,56,49949.12974136939,73.0,15,127.94889871558988,40,0.02,F,South
168,62,66975.76063656347,45.0,48,138.67255615170473,8,0.39,F,East
169,32,75450.7177745905,66.0,36,69.86667891032599,61,0.24,F,West
170,60,63525.916395564105,8.0,21,213.05148351767554,8,0.22,F,South
171,46,72648.4959133431,71.0,6,64.92293063021282,104,0.26,M,West
172,53,84758.83527593767,57.0,1,10.0,97,0.2,F,West
173,30,15000.0,80.0,4,133.4128981973424,34,0.01,F,North
174,49,83586.5960466342,99.0,11,223.20159399359648,108,0.24,F,South
175,24,68560.69413053186,30.0,44,156.3864633506381,79,0.29,M,West
176,68,32209.366806531834,74.0,26,56.816238793581206,100,0.17,F,North
177,39,80061.77205799222,18.0,37,158.1560773925069,60,0.3,F,East
178,45,50041.97734940096,69.0,23,185.06429638146798,57,0.09,F,West
179,19,53450.83909203618,93.0,29,157.2253353215141,99,0.09,M,South
180,59,47308.00543835845,39.0,21,128.8332602489131,46,0.06,M,East
181,62,67559.97110595561,60.0,48,188.88309453141989,22,0.15,M,West
182,23,40366.171437198675,98.0,45,10.925847774388387,87,0.34,M,West
183,45,82536.86574869465,43.0,45,78.48356873899357,40,0.33,M,South
184,45,56528.435320133205,45.0,49,45.583352175575186,45,0.15,F,West
185,61,50894.937912801564,23.0,27,257.87090975905255,55,0.24,M,South
186,61,78821.89194034925,69.0,39,206.962537679071,51,0.29,F,South
187,37,52011.080942022985,94.0,40,164.8100027451214,86,0.1,M,South
188,47,83704.42063405753,6.0,13,33.95026773177534,5,0.07,M,South
189,28,84489.82377102165,56.0,23,209.53182311584953,95,0.39,M,West
190,45,26629.904044525574,4.0,16,260.92321079934527,13,0.25,F,East
191,42,87731.5050555731,93.0,30,195.71957891708496,28,0.39,F,East
192,56,23449.100712452862,23.0,4,147.18580667971543,84,0.14,F,North
193,50,89289.51317206277,6.0,40,200.53744254804923,97,0.28,M,South
194,18,110708.92980575598,32.0,16,171.83328914021513,80,0.09,M,West
195,44,81870.86095672828,18.0,31,224.08609869117907,62,0.1,M,West
196,69,15000.0,15.0,42,222.29485134343625,93,0.2,M,North
197,30,86589.14298465046,40.0,25,132.31475707117386,87,0.13,M,East
198,58,116153.2241484003,96.0,44,97.14868936927121,24,0.07,M,West
199,20,52424.20897504927,73.0,12,118.01416474510579,98,0.11,F,North
200,56,59132.416999252746,74.0,26,192.86802680039472,7,0.01,F,East
201,23,30287.831951839198,84.0,37,122.84482785617534,38,0.28,M,West
202,25,67801.98547049172,6.0,48,89.95763054769411,37,0.2,F,South
203,44,91729.42956357822,63.0,33,149.92373029974348,68,0.04,F,North
204,26,77443.42820373634,67.0,28,238.59655445351612,98,0.07,F,West
205,54,138549.17443219497,11.0,9,160.8086453707251,42,0.04,M,North
206,50,60825.67607414493,43.0,12,127.9025603199658,86,0.25,M,North
207,68,19233.16581461839,17.0,5,175.6345434357412,5,0.04,M,North
208,59,64274.27428920548,96.0,28,156.72313672398943,64,0.3,M,South
209,61,15000.0,4.0,35,10.0,50,0.01,F,East
210,41,46672.40187838716,63.0,5,205.74073144153272,106,0.1,M,East
211,32,100609.5514650053,68.0,34,182.59667519576874,87,0.36,M,West
212,49,68128.34121579428,81.0,46,151.29374391565966,118,0.29,M,South
213,49,64485.42032078172,41.0,34,234.98853605783364,15,0.03,F,East
214,41,105519.5094178839,83.0,13,247.03994914001584,95,0.33,F,West
215,58,53235.00270841575,5.0,39,213.9014929178841,73,0.2,F,West
216,69,91545.51032335272,32.0,42,81.97593471715726,107,0.34,F,North
217,66,63232.67437915851,86.0,45,84.74311114984322,53,0.24,F,South
218,66,69501.18658647565,70.0,48,239.3868432001587,25,0.27,M,East
219,69,29567.37860342468,35.0,14,10.0,89,0.4,F,South
220,29,47948.830129294576,22.0,11,138.0921987870309,113,0.09,F,South
221,56,25062.04417890316,65.0,42,185.1860645624866,85,0.25,M,East
222,19,57618.87304436637,84.0,38,10.0,9,0.18,M,East
223,20,69760.05859790667,22.0,4,168.74745910802395,119,0.02,M,South
224,66,32249.0473727137,11.0,33,226.35432612687617,112,0.01,F,West
225,54,111229.47306712058,77.0,7,31.15391439172194,38,0.05,M,South
226,66,66952.65047729902,3.0,41,282.6536165355327,22,0.26,F,East
227,34,61444.889639630484,9.0,8,69.21359391208719,107,0.23,M,South
228,66,79241.44378364063,60.0,37,195.9788997181624,87,0.22,F,East
229,19,39276.797978351955,76.0,51,143.31228573130937,49,0.01,F,West
230,19,64086.936979186336,87.0,10,155.56124989603612,68,0.19,F,South
231,45,42078.34449106022,14.0,43,47.32038914606747,93,0.37,F,West
232,40,98966.99775222456,97.0,15,250.83783698824473,15,0.16,M,South
233,54,33534.01626507296,18.0,38,176.07067706801868,65,0.25,M,South
234,49,61579.13648267934,73.0,15,279.6672141522525,54,0.31,F,East
235,50,68232.8946287944,23.0,5,49.40662235367785,30,0.31,M,North
236,18,69870.64361019254,74.0,29,135.5012292897045,93,0.21,F,East
237,36,45469.120672929195,83.0,19,166.76233917617657,20,0.34,M,South
238,19,37612.264946372554,47.0,51,154.83065178359396,33,0.16,M,North
239,61,45830.12067384752,69.0,10,203.3428275737936,105,0.36,F,North
240,43,73208.13585525706,47.0,12,134.48651664608994,108,0.1,F,West
241,49,56403.855727200906,87.0,4,319.7620837040549,100,0.11,M,South
242,23,79905.22021131303,30.0,31,153.18738577505437,86,0.02,F,East
243,49,71925.09298487683,25.0,18,10.0,77,0.32,M,North
244,21,15000.0,28.0,16,156.73608066714976,7,0.17,M,North
245,28,66187.44492093027,98.0,40,250.91711878929465,8,0.09,M,East
246,34,116261.36919540676,25.0,36,76.13551185195729,28,0.09,F,East
247,55,93131.72627595828,74.0,25,71.0595848663011,45,0.36,F,North
248,41,70550.32901767422,78.0,23,82.7688234928328,107,0.33,M,East
249,22,33515.196738251405,58.0,12,63.881855201829666,73,0.22,F,West
250,69,71938.84290314115,94.0,34,111.64786290352048,89,0.25,F,North
251,51,78493.74849695648,41.0,36,222.74377810793763,120,0.19,M,West
252,23,53656.332979310406,25.0,37,272.1066182730155,80,0.16,F,South
253,39,67918.55147011094,78.0,3,10.0,74,0.37,F,West
254,28,97741.56145990102,99.0,9,119.72362771380341,11,0.05,M,East
255,65,38568.13950645685,48.0,18,174.2158395501386,31,0.17,F,North
256,33,33542.509876021824,98.0,43,166.21426907081525,12,0.14,M,West
257,50,77317.48314985531,10.0,35,301.9951733298311,95,0.2,F,East
258,26,71438.565904952,99.0,34,10.0,78,0.18,F,East
259,23,85720.95738532029,75.0,41,10.0,51,0.21,M,West
260,33,74244.84529759423,11.0,14,314.97700192306047,44,0.06,M,North
261,46,45806.123420645155,85.0,4,210.27469545978693,96,0.21,F,West
262,20,70804.81628663512,21.0,29,104.29027304376719,50,0.1,M,South
263,37,31446.83641759566,86.0,41,163.7279018454364,117,0.07,M,West
264,53,53742.032206675154,45.0,45,169.45740980488532,17,0.03,F,West
265,36,72569.9807741601,7.0,50,102.35833677312165,35,0.31,M,North
266,43,50987.14458190276,81.0,15,161.3422696553147,1,0.17,F,West
267,20,121701.30455574568,64.0,28,178.38506997280956,29,0.25,F,East
268,36,15000.0,64.0,42,311.242420909026,51,0.29,M,North
269,37,46312.74107502973,2.0,16,227.0760977828433,64,0.27,F,East
270,49,36555.504153252245,76.0,12,289.145851219366,4,0.19,M,North
271,24,42491.27981355116,42.0,5,42.514281306168456,87,0.16,F,South
272,69,43925.04441297804,82.0,34,122.22421923057138,28,0.15,M,South
273,58,26839.48282852517,54.0,42,169.37975871453003,16,0.26,M,South
274,50,78817.55371431568,75.0,1,10.0,63,0.2,F,West
275,57,46322.61756532246,16.0,39,244.54874704874243,76,0.34,M,South
276,56,64089.33338971637,18.0,32,201.37678178490097,53,0.35,M,North
277,35,49129.35595224387,99.0,26,120.62731840369088,85,0.07,M,South
278,57,42727.989692844756,59.0,17,135.3332525199372,109,0.05,F,North
279,18,101806.98090217123,90.0,48,250.30935110589982,17,0.25,F,East
280,28,83073.3045552352,16.0,27,86.36496418904275,40,0.12,M,West
281,45,15000.0,6.0,24,253.53482797298298,13,0.01,M,East
282,42,15000.0,57.0,35,129.83690107309695,52,0.36,F,East
283,67,86065.22089091217,47.0,46,210.47968422215334,58,0.09,F,South
284,40,47003.66521128116,48.0,42,156.94113644631898,96,0.37,F,South
285,48,18772.941651644433,42.0,39,328.65550773209486,37,0.29,M,South
286,47,86143.37831350853,76.0,26,79.00860879139793,114,0.31,F,East
287,59,64228.10125247726,60.0,49,104.13739019384529,79,0.08,M,West
288,52,66289.277120808,77.0,38,29.509961784893505,76,0.09,F,West
289,24,80238.48180014768,4.0,23,62.259426637654315,61,0.21,M,East
290,33,27250.57104294016,2.0,22,207.05024861556132,113,0.07,F,West
291,43,19212.47946539588,90.0,4,278.0130911092049,79,0.12,M,East
292,65,99523.85737258005,59.0,49,216.11846962882214,34,0.13,F,East
293,69,24070.83098144269,27.0,9,149.5686800218507,70,0.06,F,West
294,66,29444.0550731109,27.0,4,78.5108398675157,17,0.08,M,North
295,19,34439.11551135585,79.0,7,221.87349373017202,112,0.32,F,North
296,18,111998.64809226306,72.0,23,74.11184758513299,113,0.07,F,South
297,65,72334.58251028806,7.0,2,42.08386125553926,20,0.01,F,West
298,29,84135.19936088451,63.0,49,125.32245334320763,73,0.25,F,South
299,22,64904.188639468215,46.0,24,10.0,59,0.39,M,East
300,54,44952.819719969164,63.0,40,39.48921003582009,69,0.13,M,North
301,49,75782.28208150419,12.0,31,300.87922687062564,87,0.05,F,West
302,26,21084.60073007991,13.0,47,24.65532604332782,33,0.23,M,West
303,58,32617.913697587628,43.0,31,54.94812951633509,102,0.36,M,West
304,52,78324.37948153703,17.0,47,155.74663261653313,120,0.31,M,North
305,36,26068.6192293305,63.0,40,159.9123104024012,78,0.25,M,South
306,65,55272.963270953165,81.0,48,131.23005620969167,17,0.13,M,North
307,33,56412.191391114706,36.0,51,10.0,57,0.22,F,South
308,20,46783.44991657095,85.0,43,217.87914621102317,83,0.04,M,East
309,37,15000.0,8.0,34,114.55572801936027,97,0.27,F,East
310,41,44276.777720282684,69.0,24,247.6359617739921,1,0.29,M,South
311,50,39375.79057668786,90.0,49,98.41459027769221,13,0.39,F,East
312,41,64035.99658219247,80.0,26,228.59954713124614,110,0.1,F,East
313,69,62762.263467486715,36.0,16,253.6866759263548,27,0.01,F,West
314,28,69449.03649842185,28.0,47,112.64461793969437,70,0.22,M,West
315,66,43100.34317564007,93.0,13,220.43601552845178,59,0.28,M,North
316,25,73069.44876164729,47.0,15,43.71642575068822,6,0.32,F,North
317,53,21099.831680657924,76.0,27,171.0951589655595,97,0.08,F,North
318,55,15000.0,30.0,4,247.77821666838716,94,0.1,M,West
319,57,15000.0,23.0,16,191.4794276771299,110,0.21,M,North
320,37,47517.56901070007,16.0,30,342.49791382825913,99,0.13,F,North
321,52,41167.54439153607,14.0,44,195.94863938329246,23,0.34,M,West
322,65,79732.890296365,74.0,30,120.77829979139992,10,0.19,M,South
323,42,43783.43532377825,71.0,36,377.2709114401198,51,0.32,M,West
324,52,66834.40869860668,52.0,3,280.69608138780404,19,0.23,M,South
325,42,80332.41441457692,37.0,22,21.767395056128265,51,0.31,M,West
326,46,42842.023108772104,29.0,49,87.26691160573483,92,0.13,M,North
327,35,67451.30525267939,67.0,22,66.94735143669412,87,0.33,F,East
328,63,85048.18872387987,15.0,50,201.65036836072446,68,0.11,F,East
329,35,29045.930629860817,100.0,50,195.6926429453431,84,0.22,F,South
330,19,60621.30845611611,47.0,49,195.07615459163992,83,0.09,F,South
331,52,42949.14042001714,46.0,12,19.607243240083932,42,0.19,F,South
332,33,30637.75293767154,52.0,21,98.95267627159606,91,0.13,F,East
333,58,21588.706487744275,19.0,4,138.05717962210846,57,0.11,M,South
334,53,30233.785695532486,77.0,31,10.0,98,0.39,M,West
335,50,61500.72514380031,21.0,44,80.25377867536874,68,0.06,F,West
336,21,19728.888610956332,64.0,31,258.5146968132586,120,0.31,F,East
337,50,46231.82439778407,37.0,23,25.67392016243292,38,0.39,F,West
338,31,80329.86017132243,27.0,20,266.4208394974785,62,0.01,M,South
339,38,71225.2740854734,55.0,15,237.2919274028402,7,0.28,M,East
340,65,46737.309426546075,29.0,23,126.74102241564152,112,0.1,M,South
341,37,102242.2603339681,20.0,28,98.09016005058523,71,0.02,M,West
342,25,107325.91034779152,25.0,16,216.54620977162404,50,0.16,F,South
343,24,60653.060788493145,70.0,37,86.98078712834953,52,0.37,F,East
344,20,15000.0,63.0,21,90.96016400431009,26,0.0,F,South
345,34,82161.20492540649,36.0,15,148.09052767962172,26,0.24,F,West
346,50,15000.0,2.0,17,10.0,118,0.2,M,North
347,65,96903.65276800166,22.0,50,34.001952127863504,19,0.35,M,East
348,29,87089.62251855747,96.0,37,124.74710007988136,9,0.03,F,South
349,68,104355.31260345053,16.0,13,188.05568257700793,61,0.27,M,East
350,39,66506.63895919317,18.0,19,85.8740849537057,20,0.27,M,South
351,39,50965.35582045405,69.0,30,134.1911617582654,106,0.27,M,North
352,63,48747.471657744405,54.0,45,20.923247348989435,109,0.38,M,West
353,47,46343.49572422757,100.0,18,224.59870818162563,50,0.33,F,South
354,55,84526.71634186758,30.0,14,167.60658636487852,80,0.02,M,South
355,55,77806.78723764695,45.0,36,174.68367221113735,118,0.19,F,North
356,62,63005.64083585532,19.0,36,189.0600494387916,81,0.16,M,East
357,68,41945.467301825694,87.0,20,156.25020027958286,22,0.12,M,West
358,25,125730.31578250682,34.0,19,111.29817931408007,13,0.18,F,South
359,44,82809.36534907174,13.0,45,240.37236389762467,12,0.15,F,South
360,44,20057.20200566478,43.0,44,162.55049182086185,10,0.17,M,West
361,51,47093.59960157183,62.0,7,136.74244570612603,65,0.39,M,North
362,38,83294.40243521763,93.0,44,149.3076276863597,96,0.04,F,East
363,47,40011.5269691829,100.0,4,147.6027946809008,30,0.37,M,West
364,50,68788.69897064722,22.0,34,135.93875168597503,8,0.19,M,East
365,45,83769.9075084037,52.0,2,185.6885090006326,21,0.25,F,North
366,64,15000.0,52.0,5,75.13118223021051,22,0.33,M,North
367,50,57299.05750526874,36.0,10,80.97671714077535,18,0.14,M,West
368,22,58280.228839128045,73.0,32,194.74109515429086,66,0.17,M,South
369,65,49698.188607905264,19.0,42,138.3808527417763,48,0.16,M,North
370,36,67542.37837365102,38.0,41,227.71144817144767,44,0.15,M,North
371,21,76437.99018739686,70.0,13,182.7103200505491,9,0.37,F,West
372,52,63551.27360811523,79.0,39,105.78976719390143,67,0.33,M,West
373,66,50654.315148764195,57.0,5,196.00770905029395,54,0.04,F,West
374,34,75815.53249460674,20.0,10,245.77527663671486,26,0.04,F,North
375,61,61226.335231858924,9.0,10,185.7583644897003,85,0.17,M,East
376,45,54232.48967011304,32.0,38,203.2467954453437,94,0.04,F,North
377,47,27193.01536652702,4.0,27,136.25833195172774,92,0.25,M,West
378,46,20933.630368348044,50.0,51,229.4431906304402,100,0.06,F,South
379,63,26719.25518214824,82.0,21,103.5447668056285,26,0.21,F,South
380,23,66958.22653050537,5.0,8,177.08344205924132,34,0.0,F,West
381,52,58023.03130984121,20.0,1,355.56049219487466,8,0.13,M,South
382,58,22992.897544813422,87.0,28,193.11048448205278,10,0.27,F,North
383,54,76147.94564484528,75.0,49,116.34310155265052,48,0.19,F,East
384,41,94357.73782947738,37.0,39,116.13662066468802,55,0.39,F,North
385,46,45037.659582091605,22.0,14,144.29266421677244,107,0.35,M,West
386,66,16475.453565790653,58.0,21,218.09966253835285,114,0.14,M,North
387,63,42271.84037745219,68.0,30,161.66220073339056,54,0.02,F,South
388,48,81361.51566986735,93.0,21,98.11777494092826,78,0.34,F,North
389,52,73713.24646336935,44.0,49,97.9762405769048,40,0.36,F,East
390,50,36939.18284971303,34.0,9,162.16394648183842,119,0.33,F,South
