customer_id,age,annual_income,spending_score,purchase_freq,avg_order_value,tenure_months,returns_rate,gender,region,clv_proxy,loyalty_index,net_spend_score,cluster,segment_name,explanation,churn_risk_score,churn_risk_band,recommended_actions
27,29,89585.35623847967,65.0,1,51.67580419259042,92,0.35,F,West,51.67580419259042,0.7666666666666667,42.25,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, small order size, high return rate.",0.4,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
28,39,43482.31879357161,60.0,26,239.84778890606484,46,0.3,M,South,6236.042511557685,0.38333333333333336,42.0,0,Potential Loyalists,"Assigned due to: large order size, high return rate, low income.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
29,61,85578.53011718066,51.0,38,212.4064577777168,105,0.38,M,East,8071.445395553239,0.875,31.62,2,Champions,"Assigned due to: high return rate, high lifetime value, strong loyalty.",0.25,Low,Invite to VIP loyalty programme | Early access to new product launches | Premium bundle cross-sells | Referral rewards - highest conversion probability
30,42,62289.64346734408,30.0,38,180.67490100772912,94,0.02,F,West,6865.646238293706,0.7833333333333333,29.4,0,Potential Loyalists,"Assigned due to: low return rate, strong loyalty, high lifetime value.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
31,66,25365.70335825669,11.0,44,33.390041070353845,71,0.0,F,West,1469.1618070955692,0.5916666666666667,11.0,0,Potential Loyalists,"Assigned due to: low return rate, small order size, low income.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
32,44,32317.01216634221,92.0,22,93.06723380870837,26,0.26,M,East,2047.479143791584,0.21666666666666667,68.08,0,Potential Loyalists,"Assigned due to: high spending level, low income, high net spend.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
33,59,82982.57174269388,76.0,44,81.37431774571027,104,0.12,F,East,3580.469980811252,0.8666666666666667,66.88,0,Potential Loyalists,"Assigned due to: strong loyalty, frequent purchase frequency, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
34,45,73813.10213145963,39.0,10,136.72013035035502,46,0.1,M,West,1367.2013035035502,0.38333333333333336,35.1,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low return rate, low lifetime value.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
35,33,62544.10182469063,90.0,6,131.67571546943074,118,0.13,F,West,790.0542928165844,0.9833333333333333,78.3,0,Potential Loyalists,"Assigned due to: strong loyalty, high net spend, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
36,32,53149.20464380136,77.0,17,69.84345146433371,46,0.11,F,North,1187.338674893673,0.38333333333333336,68.53,0,Potential Loyalists,"Assigned due to: high net spend, small order size, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
37,64,65264.19944071464,72.0,51,177.93734463188346,75,0.2,M,North,9074.804576226057,0.625,57.6,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high lifetime value, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
38,68,82007.40623133123,63.0,50,168.3157104163391,14,0.18,M,South,8415.785520816955,0.11666666666666667,51.660000000000004,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high lifetime value, weak loyalty.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
39,61,96896.33201218212,64.0,38,91.69415207256428,85,0.2,M,West,3484.3777787574427,0.7083333333333334,51.2,0,Potential Loyalists,"Assigned due to: high income, frequent purchase frequency, small order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
40,69,98092.10498601513,61.0,24,174.3422713306025,63,0.27,F,East,4184.2145119344605,0.525,44.53,0,Potential Loyalists,"Assigned due to: high income, high return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
41,20,69298.99751896245,54.0,51,239.94282946644165,72,0.15,F,East,12237.084302788524,0.6,45.9,0,Potential Loyalists,"Assigned due to: high lifetime value, frequent purchase frequency, large order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
42,54,55701.70774088699,92.0,10,264.2448621698597,3,0.1,F,West,2642.448621698597,0.025,82.8,0,Potential Loyalists,"Assigned due to: high net spend, weak loyalty, large order size.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
43,68,63656.20019547139,94.0,8,189.25297252878872,28,0.07,M,South,1514.0237802303097,0.23333333333333334,87.41999999999999,0,Potential Loyalists,"Assigned due to: high net spend, high spending level, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
44,24,73053.008931377,73.0,21,186.9014354727485,29,0.14,M,East,3924.930144927718,0.24166666666666667,62.78,0,Potential Loyalists,"Assigned due to: high net spend, weak loyalty, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
45,38,72951.67359612728,95.0,6,130.78888687805508,87,0.3,F,West,784.7333212683304,0.725,66.5,0,Potential Loyalists,"Assigned due to: high spending level, infrequent purchase frequency, high net spend.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
46,26,92699.66592850264,58.0,21,232.3770316428127,18,0.3,M,West,4879.917664499067,0.15,40.599999999999994,0,Potential Loyalists,"Assigned due to: high income, weak loyalty, large order size.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
47,56,112893.89304791638,85.0,39,64.37188389281702,35,0.27,F,South,2510.503471819864,0.2916666666666667,62.05,0,Potential Loyalists,"Assigned due to: high income, high spending level, small order size.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
48,35,54868.63425964784,56.0,24,223.1080114726532,77,0.09,M,West,5354.592275343677,0.6416666666666667,50.96,0,Potential Loyalists,"Assigned due to: low return rate, large order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
49,21,113897.12272061156,34.0,33,126.99162126553576,76,0.24,F,East,4190.72350176268,0.6333333333333333,25.84,0,Potential Loyalists,"Assigned due to: high income, low net spend, low spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
50,42,89305.98116895984,31.0,18,269.2749461761384,47,0.23,F,North,4846.949031170492,0.39166666666666666,23.87,0,Potential Loyalists,"Assigned due to: large order size, high income, low net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
51,31,57479.4252453698,52.0,28,197.056512563206,114,0.19,F,South,5517.582351769768,0.95,42.120000000000005,0,Potential Loyalists,"Assigned due to: strong loyalty, large order size.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
52,67,97464.120971627,89.0,32,144.57070151415198,5,0.22,M,West,4626.262448452863,0.041666666666666664,69.42,0,Potential Loyalists,"Assigned due to: weak loyalty, high income, high spending level.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
53,26,102141.20753547912,76.0,12,131.0809880876581,103,0.2,M,South,1572.9718570518974,0.8583333333333333,60.800000000000004,0,Potential Loyalists,"Assigned due to: high income, strong loyalty, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
54,43,48492.61389515383,1.0,48,192.04902835587492,75,0.23,F,West,9218.353361081996,0.625,0.77,0,Potential Loyalists,"Assigned due to: low spending level, high lifetime value, low net spend.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
55,19,103305.3813121412,55.0,42,188.16994781488444,59,0.29,F,North,7903.137808225147,0.49166666666666664,39.05,0,Potential Loyalists,"Assigned due to: high income, high lifetime value, frequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
56,37,86877.07052589908,22.0,27,118.13255963995778,75,0.04,F,South,3189.57911027886,0.625,21.119999999999997,0,Potential Loyalists,"Assigned due to: low return rate, high income, low spending level.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
57,45,119213.9781994798,40.0,10,157.34686066146773,59,0.3,F,West,1573.4686066146774,0.49166666666666664,28.0,0,Potential Loyalists,"Assigned due to: high income, infrequent purchase frequency, high return rate.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
58,64,49399.035450012525,1.0,46,221.71120698788812,111,0.05,F,North,10198.715521442853,0.925,0.95,0,Potential Loyalists,"Assigned due to: high lifetime value, low spending level, low net spend.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
59,24,51164.3314066001,65.0,42,40.93149936958001,106,0.03,F,East,1719.1229735223603,0.8833333333333333,63.05,0,Potential Loyalists,"Assigned due to: low return rate, small order size, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
60,61,15000.0,63.0,32,208.07025764429704,47,0.39,M,West,6658.248244617505,0.39166666666666666,38.43,0,Potential Loyalists,"Assigned due to: low income, high return rate, high lifetime value.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
61,25,74279.84801419906,54.0,42,191.6971662687483,95,0.38,M,North,8051.280983287429,0.7916666666666666,33.48,2,Champions,"Assigned due to: high return rate, high lifetime value, frequent purchase frequency.",0.25,Low,Invite to VIP loyalty programme | Early access to new product launches | Premium bundle cross-sells | Referral rewards - highest conversion probability
62,64,69381.28139046796,42.0,26,244.93179804491925,95,0.02,M,North,6368.2267491679,0.7916666666666666,41.16,0,Potential Loyalists,"Assigned due to: low return rate, large order size, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
63,52,45925.15821160833,21.0,25,92.74770389574098,13,0.18,M,South,2318.6925973935245,0.10833333333333334,17.220000000000002,0,Potential Loyalists,"Assigned due to: weak loyalty, low spending level, low net spend.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
64,31,57953.73171279855,79.0,11,150.45728688743128,78,0.07,F,West,1655.030155761744,0.65,73.47,0,Potential Loyalists,"Assigned due to: high net spend, low return rate, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
65,34,27219.474745622123,81.0,23,166.40547008039164,113,0.19,F,East,3827.3258118490076,0.9416666666666667,65.61,0,Potential Loyalists,"Assigned due to: strong loyalty, low income, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
66,53,89961.12382079216,22.0,34,209.10372137601885,109,0.33,F,West,7109.526526784641,0.9083333333333333,14.739999999999998,0,Potential Loyalists,"Assigned due to: strong loyalty, high income, high return rate.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
67,67,47757.51313679224,38.0,40,184.32935433288003,106,0.38,M,North,7373.174173315201,0.8833333333333333,23.56,0,Potential Loyalists,"Assigned due to: high return rate, strong loyalty, high lifetime value.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
68,57,137351.2253905238,99.0,23,50.83559209501803,89,0.25,M,East,1169.2186181854147,0.7416666666666667,74.25,0,Potential Loyalists,"Assigned due to: high income, high spending level, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
69,21,55609.96748222418,80.0,29,173.28352262893168,33,0.14,F,North,5025.222156239019,0.275,68.8,0,Potential Loyalists,"Assigned due to: high net spend, high spending level, weak loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
70,19,41009.52897379226,8.0,31,310.33830194163266,97,0.24,M,South,9620.487360190613,0.8083333333333333,6.08,0,Potential Loyalists,"Assigned due to: large order size, high lifetime value, low spending level.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
71,23,49692.17203162845,62.0,7,198.9406060769052,62,0.12,M,West,1392.5842425383364,0.5166666666666667,54.56,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low lifetime value, low return rate.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
72,59,24700.97558639372,47.0,40,281.043755562928,79,0.36,F,North,11241.750222517121,0.6583333333333333,30.080000000000002,0,Potential Loyalists,"Assigned due to: high lifetime value, large order size, low income.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
73,21,72056.79726757355,17.0,33,233.44491018358497,16,0.35,F,North,7703.682036058304,0.13333333333333333,11.05,0,Potential Loyalists,"Assigned due to: high return rate, weak loyalty, low net spend.",0.85,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
74,46,49502.50750552194,17.0,21,258.9921548350727,44,0.22,F,West,5438.835251536527,0.36666666666666664,13.26,0,Potential Loyalists,"Assigned due to: large order size, low spending level, low net spend.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
75,35,88281.31975994345,90.0,2,174.7974928787764,58,0.13,M,East,349.5949857575528,0.48333333333333334,78.3,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, high net spend, high spending level.",0.15,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
76,43,53131.31262063957,13.0,18,191.74760876896937,120,0.12,F,North,3451.4569578414485,1.0,11.44,0,Potential Loyalists,"Assigned due to: strong loyalty, low spending level, low net spend.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
77,61,94611.05279214116,17.0,47,170.44142053130997,102,0.01,F,West,8010.746764971569,0.85,16.83,0,Potential Loyalists,"Assigned due to: low return rate, frequent purchase frequency, high income.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
78,51,78936.39373292602,38.0,33,150.34726920396182,6,0.33,F,South,4961.45988373074,0.05,25.459999999999997,0,Potential Loyalists,"Assigned due to: weak loyalty, high return rate, high income.",0.5,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
79,27,60714.919417958605,81.0,37,209.3755984055284,108,0.18,M,South,7746.897141004551,0.9,66.42,0,Potential Loyalists,"Assigned due to: strong loyalty, high lifetime value, high net spend.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
80,53,99505.81468377051,78.0,34,108.31984487942393,89,0.13,M,West,3682.8747259004135,0.7416666666666667,67.86,0,Potential Loyalists,"Assigned due to: high income, high net spend, high spending level.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
81,31,83807.33652593024,45.0,20,300.83058528117067,15,0.19,F,North,6016.611705623413,0.125,36.45,0,Potential Loyalists,"Assigned due to: large order size, weak loyalty, high income.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
82,48,133655.32066658064,6.0,35,75.7589625849381,4,0.33,F,West,2651.5636904728335,0.03333333333333333,4.02,0,Potential Loyalists,"Assigned due to: high income, weak loyalty, low spending level.",0.85,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
83,65,49763.61887554489,35.0,51,214.9110495933727,56,0.05,M,West,10960.463529262008,0.4666666666666667,33.25,0,Potential Loyalists,"Assigned due to: high lifetime value, frequent purchase frequency, low return rate.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
84,32,61915.40263646151,14.0,50,260.2937133842871,64,0.34,M,North,13014.685669214356,0.5333333333333333,9.239999999999998,0,Potential Loyalists,"Assigned due to: high lifetime value, frequent purchase frequency, large order size.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
85,25,99217.72527527325,72.0,18,135.87025968316777,68,0.36,F,East,2445.6646742970197,0.5666666666666667,46.08,0,Potential Loyalists,"Assigned due to: high income, high return rate, high spending level.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
86,31,21411.554704122187,61.0,46,60.961815108946894,94,0.38,M,East,2804.243495011557,0.7833333333333333,37.82,0,Potential Loyalists,"Assigned due to: low income, high return rate, frequent purchase frequency.",0.25,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
87,40,92923.58908081404,15.0,24,242.4423671425884,34,0.16,F,South,5818.616811422122,0.2833333333333333,12.6,0,Potential Loyalists,"Assigned due to: high income, low spending level, large order size.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
88,57,70982.56894203677,54.0,8,166.2716248040204,91,0.09,F,East,1330.1729984321632,0.7583333333333333,49.14,0,Potential Loyalists,"Assigned due to: infrequent purchase frequency, low return rate, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
89,38,37794.73111381881,27.0,30,215.06528580813944,95,0.15,M,West,6451.958574244183,0.7916666666666666,22.95,0,Potential Loyalists,"Assigned due to: strong loyalty, low income, low spending level.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
90,33,25924.00853622196,13.0,44,141.2436320930146,56,0.13,F,North,6214.719812092643,0.4666666666666667,11.31,0,Potential Loyalists,"Assigned due to: low income, low spending level, frequent purchase frequency.",0.35,Medium,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
91,62,43187.7631717429,31.0,10,288.55397458579176,32,0.07,F,South,2885.5397458579178,0.26666666666666666,28.83,0,Potential Loyalists,"Assigned due to: large order size, low return rate, infrequent purchase frequency.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
92,35,15000.0,35.0,23,10.0,108,0.24,M,East,230.0,0.9,26.6,0,Potential Loyalists,"Assigned due to: low income, small order size, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
93,64,47761.5139077124,60.0,49,180.09420410269877,103,0.19,F,West,8824.61600103224,0.8583333333333333,48.6,0,Potential Loyalists,"Assigned due to: frequent purchase frequency, high lifetime value, strong loyalty.",0.0,Low,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
94,41,75563.90833356454,6.0,11,257.3399587001278,116,0.35,M,South,2830.739545701406,0.9666666666666667,3.9000000000000004,0,Potential Loyalists,"Assigned due to: strong loyalty, low spending level, low net spend.",0.6,High,Welcome loyalty card with first-purchase bonus points | Personalised 'you might also like' email sequence | Limited-time membership discount
